,Airline,Date_of_Journey,Source,Destination,Route,Total_Stops,Additional_Info,Price,journey_year,journey_month,journey_day,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,duration_hr
8178,Air India,2019-05-18,Delhi,Cochin,DEL → JDH → BOM → COK,2 stops,No info,13696,2019,5,18,12,55,19,15,30
8179,IndiGo,2019-03-06,Banglore,Delhi,BLR → DEL,non-stop,No info,3943,2019,3,6,0,25,3,15,2
8180,Air India,2019-06-24,Delhi,Cochin,DEL → AMD → BOM → COK,2 stops,No info,9443,2019,6,24,19,45,19,15,23
8181,Jet Airways,2019-01-06,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,13014,2019,1,6,5,30,4,25,22
8182,Air India,2019-03-24,Banglore,New Delhi,BLR → HYD → VGA → DEL,2 stops,No info,8114,2019,3,24,17,0,22,55,29
8183,SpiceJet,2019-06-24,Delhi,Cochin,DEL → MAA → COK,1 stop,No info,5583,2019,6,24,6,5,11,20,5
8184,Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,13817,2019,12,3,16,55,8,15,15
8185,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,6953,2019,3,27,12,50,19,15,6
8186,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,6637,2019,3,27,10,20,21,0,10
8187,IndiGo,2019-03-04,Kolkata,Banglore,CCU → BLR,non-stop,No info,4174,2019,3,4,9,35,12,20,2
8188,Air India,2019-03-21,Delhi,Cochin,DEL → HYD → MAA → COK,2 stops,No info,8140,2019,3,21,9,45,9,25,23
8189,Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,13817,2019,12,3,7,0,23,0,16
8190,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,6,6,9,0,19,0,10
8191,IndiGo,2019-05-18,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,6496,2019,5,18,15,10,20,0,4
8192,IndiGo,2019-06-15,Delhi,Cochin,DEL → PNQ → COK,1 stop,No info,10112,2019,6,15,23,30,4,35,5
8193,Air India,2019-05-27,Delhi,Cochin,DEL → HYD → MAA → COK,2 stops,No info,10467,2019,5,27,13,15,9,25,20
8194,IndiGo,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,6206,2019,1,6,10,35,1,30,14
8195,Air India,2019-05-24,Kolkata,Banglore,CCU → BBI → BOM → BLR,2 stops,No info,10151,2019,5,24,12,0,18,30,30
8196,IndiGo,2019-12-06,Kolkata,Banglore,CCU → BLR,non-stop,No info,4804,2019,12,6,15,15,17,45,2
8197,GoAir,2019-03-24,Banglore,New Delhi,BLR → DEL,non-stop,No info,5048,2019,3,24,7,45,10,40,2
8198,Jet Airways,2019-06-06,Mumbai,Hyderabad,BOM → HYD,non-stop,In-flight meal not included,4050,2019,6,6,2,55,4,20,1
8199,SpiceJet,2019-01-06,Banglore,Delhi,BLR → DEL,non-stop,No check-in baggage included,3919,2019,1,6,9,30,12,20,2
8200,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,11841,2019,9,6,21,10,8,15,11
8201,IndiGo,2019-04-24,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,5065,2019,4,24,20,25,1,30,5
8202,Air India,2019-09-05,Kolkata,Banglore,CCU → BBI → BOM → BLR,2 stops,No info,9626,2019,9,5,12,0,18,30,30
8203,IndiGo,2019-06-27,Banglore,Delhi,BLR → DEL,non-stop,No info,3419,2019,6,27,22,10,1,0,2
8204,Air India,2019-09-06,Kolkata,Banglore,CCU → GAU → IMF → DEL → BLR,3 stops,No info,14960,2019,9,6,9,50,23,15,13
8205,IndiGo,2019-09-06,Banglore,Delhi,BLR → DEL,non-stop,No info,3943,2019,9,6,21,15,0,15,3
8206,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14323,2019,9,5,9,0,19,15,10
8207,Air India,2019-09-06,Kolkata,Banglore,CCU → BOM → COK → BLR,2 stops,No info,11752,2019,9,6,16,50,13,45,20
8208,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7677,2019,6,6,8,30,19,15,10
8209,Multiple carriers,2019-05-24,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14067,2019,5,24,13,0,21,0,8
8210,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,14781,2019,1,5,21,10,9,20,12
8211,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,11467,2019,5,15,17,0,14,25,21
8212,Jet Airways,2019-05-21,Delhi,Cochin,DEL → ATQ → BOM → COK,2 stops,No info,16263,2019,5,21,20,0,4,25,8
8213,Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,12373,2019,5,18,19,15,4,25,9
8214,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7005,2019,6,15,12,50,21,0,8
8215,IndiGo,2019-05-18,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,7580,2019,5,18,5,10,10,5,4
8216,Air India,2019-05-18,Delhi,Cochin,DEL → GOI → BOM → COK,2 stops,No info,10441,2019,5,18,22,0,19,15,21
8217,Jet Airways,2019-05-18,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,5,18,17,45,20,45,3
8218,IndiGo,2019-09-04,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,6093,2019,9,4,6,40,21,0,14
8219,SpiceJet,2019-06-15,Kolkata,Banglore,CCU → BLR,non-stop,No info,3873,2019,6,15,6,55,9,30,2
8220,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,6,24,21,50,4,25,6
8221,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,13364,2019,1,4,14,5,23,35,9
8222,Jet Airways,2019-05-15,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,12373,2019,5,15,2,15,12,35,10
8223,SpiceJet,2019-12-05,Mumbai,Hyderabad,BOM → HYD,non-stop,No check-in baggage included,1965,2019,12,5,22,45,0,15,1
8224,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7005,2019,6,6,12,50,21,0,8
8225,Air India,2019-03-18,Banglore,New Delhi,BLR → DEL,non-stop,No info,4441,2019,3,18,10,0,12,45,2
8226,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,11098,2019,3,21,4,45,18,50,14
8227,IndiGo,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7318,2019,5,21,9,15,1,30,16
8228,Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,12767,2019,3,21,7,5,4,25,21
8229,SpiceJet,2019-03-24,Kolkata,Banglore,CCU → IXB → BLR,1 stop,No info,10654,2019,3,24,15,55,21,15,5
8230,SpiceJet,2019-09-06,Delhi,Cochin,DEL → MAA → COK,1 stop,No info,6297,2019,9,6,15,45,22,5,6
8231,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,11265,2019,3,3,9,45,16,10,6
8232,Air India,2019-06-03,Mumbai,Hyderabad,BOM → AMD → ISK → HYD,2 stops,No info,11972,2019,6,3,17,20,14,50,2
8233,Multiple carriers,2019-09-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,13587,2019,9,6,7,5,21,0,13
8234,IndiGo,2019-03-06,Kolkata,Banglore,CCU → BLR,non-stop,No info,4804,2019,3,6,17,15,19,50,2
8235,Air India,2019-01-05,Kolkata,Banglore,CCU → BOM → HBX → BLR,2 stops,No info,8366,2019,1,5,9,25,18,20,8
8236,Air India,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,8366,2019,5,18,9,25,7,55,22
8237,Air India,2019-05-18,Kolkata,Banglore,CCU → JAI → BOM → BLR,2 stops,No info,10697,2019,5,18,8,20,21,50,13
8238,Jet Airways,2019-05-21,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,15129,2019,5,21,5,30,19,0,13
8239,IndiGo,2019-05-18,Chennai,Kolkata,MAA → CCU,non-stop,No info,3858,2019,5,18,14,45,17,5,2
8240,Jet Airways,2019-06-04,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,6,4,18,55,22,0,3
8241,IndiGo,2019-04-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,6937,2019,4,27,16,0,21,0,5
8242,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14714,2019,6,24,14,0,19,0,5
8243,Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,1 stop,In-flight meal not included,9134,2019,3,15,5,45,16,10,10
8244,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10577,2019,3,6,7,5,19,0,11
8245,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,14388,2019,6,5,20,0,10,5,14
8246,Air India,2019-12-06,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,8991,2019,12,6,13,30,8,15,18
8247,Air India,2019-05-27,Delhi,Cochin,DEL → JDH → BOM → COK,2 stops,No info,12436,2019,5,27,12,55,19,15,30
8248,Air India,2019-12-03,Banglore,New Delhi,BLR → BOM → BHO → DEL,2 stops,No info,12515,2019,12,3,6,45,9,25,26
8249,SpiceJet,2019-06-15,Delhi,Cochin,DEL → MAA → COK,1 stop,No info,5583,2019,6,15,15,45,22,5,6
8250,Air India,2019-09-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,10840,2019,9,3,23,0,7,40,8
8251,Jet Airways,2019-06-27,Delhi,Cochin,DEL → ATQ → BOM → COK,2 stops,No info,14300,2019,6,27,12,15,12,35,24
8252,SpiceJet,2019-04-18,Banglore,Delhi,BLR → DEL,non-stop,No check-in baggage included,5515,2019,4,18,21,10,0,5,2
8253,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,5,15,14,5,20,45,6
8254,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,11134,2019,3,24,16,55,9,15,16
8255,Air India,2019-04-24,Banglore,Delhi,BLR → DEL,non-stop,No info,6121,2019,4,24,10,0,12,45,2
8256,Air India,2019-05-21,Kolkata,Banglore,CCU → BBI → BOM → BLR,2 stops,No info,10676,2019,5,21,12,0,7,55,19
8257,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,14781,2019,1,5,16,30,22,35,6
8258,Jet Airways,2019-06-04,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,4544,2019,6,4,19,50,22,50,3
8259,GoAir,2019-06-04,Banglore,Delhi,BLR → DEL,non-stop,No info,4632,2019,6,4,7,45,10,40,2
8260,Jet Airways,2019-03-21,Delhi,Cochin,DEL → AMD → BOM → COK,2 stops,No info,10929,2019,3,21,19,10,4,25,33
8261,Air Asia,2019-04-21,Kolkata,Banglore,CCU → BLR,non-stop,No info,4409,2019,4,21,10,20,12,55,2
8262,SpiceJet,2019-01-05,Kolkata,Banglore,CCU → BLR,non-stop,No info,3873,2019,1,5,6,55,9,30,2
8263,Jet Airways,2019-05-27,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,4030,2019,5,27,7,10,10,10,3
8264,Air Asia,2019-09-05,Kolkata,Banglore,CCU → BLR,non-stop,No info,3807,2019,9,5,22,50,1,20,2
8265,Air India,2019-12-05,Kolkata,Banglore,CCU → DEL → COK → BLR,2 stops,No info,12140,2019,12,5,10,0,1,20,15
8266,SpiceJet,2019-06-03,Kolkata,Banglore,CCU → BLR,non-stop,No info,4096,2019,6,3,9,0,11,30,2
8267,Jet Airways,2019-06-15,Delhi,Cochin,DEL → ATQ → BOM → COK,2 stops,No info,14300,2019,6,15,18,20,12,35,18
8268,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,6007,2019,6,27,11,40,21,0,9
8269,IndiGo,2019-01-04,Kolkata,Banglore,CCU → BLR,non-stop,No info,4174,2019,1,4,14,25,16,55,2
8270,SpiceJet,2019-06-21,Chennai,Kolkata,MAA → CCU,non-stop,No info,3597,2019,6,21,17,45,20,5,2
8271,Air India,2019-06-24,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,9548,2019,6,24,12,0,19,15,7
8272,Air India,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,8714,2019,3,15,8,50,15,15,6
8273,Vistara,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,8085,2019,12,6,17,0,20,20,27
8274,Jet Airways,2019-03-06,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,In-flight meal not included,10368,2019,3,6,19,30,4,25,8
8275,Air India,2019-06-27,Delhi,Cochin,DEL → HYD → MAA → COK,2 stops,No info,10975,2019,6,27,7,5,9,25,26
8276,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7670,2019,9,5,7,30,21,0,13
8277,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,8073,2019,5,15,18,0,1,30,7
8278,Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,13817,2019,12,3,22,55,10,45,11
8279,IndiGo,2019-09-04,Kolkata,Banglore,CCU → HYD → BLR,1 stop,No info,3574,2019,9,4,19,20,23,45,4
8280,Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,15554,2019,9,5,21,50,4,25,6
8281,Air India,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,6692,2019,3,27,21,0,19,15,22
8282,SpiceJet,2019-06-15,Mumbai,Hyderabad,BOM → HYD,non-stop,No check-in baggage included,1965,2019,6,15,22,45,0,15,1
8283,IndiGo,2019-06-24,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2227,2019,6,24,20,5,21,40,1
8284,IndiGo,2019-09-06,Chennai,Kolkata,MAA → CCU,non-stop,No info,3597,2019,9,6,14,45,17,5,2
8285,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14714,2019,6,6,14,0,4,25,14
8286,SpiceJet,2019-09-03,Kolkata,Banglore,CCU → BLR,non-stop,No info,4622,2019,9,3,17,15,19,45,2
8287,Jet Airways,2019-01-05,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,15129,2019,1,5,5,30,4,25,22
8288,IndiGo,2019-06-15,Chennai,Kolkata,MAA → CCU,non-stop,No info,5277,2019,6,15,22,5,0,25,2
8289,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,11667,2019,3,27,9,0,18,50,9
8290,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,1 stop,In-flight meal not included,10539,2019,9,6,17,0,19,10,26
8291,Jet Airways,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,11467,2019,9,5,20,25,14,25,18
8292,Air India,2019-12-06,Delhi,Cochin,DEL → MAA → COK,1 stop,No info,7480,2019,12,6,17,20,9,25,16
8293,GoAir,2019-04-24,Banglore,Delhi,BLR → DEL,non-stop,No info,3419,2019,4,24,20,55,23,40,2
8294,IndiGo,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,5684,2019,6,27,10,35,1,30,14
8295,IndiGo,2019-12-06,Kolkata,Banglore,CCU → NAG → BLR,1 stop,No info,6218,2019,12,6,18,5,23,30,5
8296,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,6959,2019,12,6,20,0,4,40,8
8297,Vistara,2019-12-06,Banglore,Delhi,BLR → DEL,non-stop,No info,4878,2019,12,6,19,30,22,15,2
8298,Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → AMD → BLR,2 stops,No info,12219,2019,1,4,7,0,5,25,22
8299,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,1 stop,In-flight meal not included,12384,2019,5,21,20,25,9,45,13
8300,Jet Airways,2019-06-15,Delhi,Cochin,DEL → COK,non-stop,In-flight meal not included,7202,2019,6,15,11,0,14,15,3
8301,SpiceJet,2019-01-06,Kolkata,Banglore,CCU → BLR,non-stop,No info,4174,2019,1,6,17,10,19,40,2
8302,Air India,2019-12-05,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,3100,2019,12,5,15,0,16,25,1
8303,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,1 stop,In-flight meal not included,7832,2019,3,21,8,55,15,15,6
8304,Multiple carriers,2019-09-06,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,6723,2019,9,6,14,55,22,30,7
8305,Air India,2019-06-06,Kolkata,Banglore,CCU → JAI → BOM → BLR,2 stops,No info,10697,2019,6,6,8,20,7,55,23
8306,SpiceJet,2019-01-06,Kolkata,Banglore,CCU → BLR,non-stop,No check-in baggage included,3841,2019,1,6,22,20,0,40,2
8307,Air India,2019-01-04,Kolkata,Banglore,CCU → GAU → DEL → BLR,2 stops,No info,9920,2019,1,4,16,45,12,0,19
8308,IndiGo,2019-01-03,Banglore,New Delhi,BLR → DEL,non-stop,No info,12649,2019,1,3,18,25,21,20,2
8309,IndiGo,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,6093,2019,6,6,11,25,21,0,9
8310,Jet Airways,2019-05-27,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,15129,2019,5,27,5,30,4,25,22
8311,Jet Airways,2019-04-27,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,4544,2019,4,27,17,45,20,45,3
8312,Air India,2019-03-27,Kolkata,Banglore,CCU → BLR,non-stop,No info,5170,2019,3,27,14,15,16,45,2
8313,IndiGo,2019-09-06,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2754,2019,9,6,2,35,4,5,1
8314,Air India,2019-12-06,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,3100,2019,12,6,13,55,15,25,1
8315,Air India,2019-01-04,Kolkata,Banglore,CCU → GAU → DEL → BLR,2 stops,No info,9237,2019,1,4,16,45,23,15,30
8316,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7198,2019,6,15,13,0,1,30,12
8317,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,1,6,11,30,12,35,25
8318,SpiceJet,2019-03-27,Delhi,Cochin,DEL → MAA → COK,1 stop,No info,5111,2019,3,27,15,55,21,55,6
8319,Air India,2019-06-27,Delhi,Cochin,DEL → GOI → BOM → COK,2 stops,No info,10441,2019,6,27,22,0,19,15,21
8320,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,10261,2019,1,6,8,45,19,15,10
8321,IndiGo,2019-09-03,Chennai,Kolkata,MAA → CCU,non-stop,No info,6297,2019,9,3,19,35,21,55,2
8322,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,12192,2019,6,15,3,50,19,0,15
8323,IndiGo,2019-06-15,Banglore,Delhi,BLR → DEL,non-stop,No info,3943,2019,6,15,10,10,13,0,2
8324,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BHO → BOM → COK,2 stops,No info,16274,2019,5,27,5,30,12,35,7
8325,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,12898,2019,5,21,7,5,12,35,5
8326,SpiceJet,2019-05-15,Banglore,Delhi,BLR → DEL,non-stop,No info,3311,2019,5,15,5,55,8,35,2
8327,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,9103,2019,5,21,4,55,12,35,7
8328,IndiGo,2019-03-15,Kolkata,Banglore,CCU → BLR,non-stop,No info,4148,2019,3,15,22,10,0,55,2
8329,IndiGo,2019-09-06,Kolkata,Banglore,CCU → BLR,non-stop,No info,5224,2019,9,6,15,30,18,5,2
8330,IndiGo,2019-09-05,Kolkata,Banglore,CCU → BLR,non-stop,No info,4804,2019,9,5,4,40,7,15,2
8331,IndiGo,2019-06-06,Chennai,Kolkata,MAA → CCU,non-stop,No info,3597,2019,6,6,19,35,21,55,2
8332,IndiGo,2019-06-27,Kolkata,Banglore,CCU → BLR,non-stop,No info,4804,2019,6,27,11,30,14,5,2
8333,Jet Airways,2019-06-05,Mumbai,Hyderabad,BOM → HYD,non-stop,In-flight meal not included,4995,2019,6,5,10,20,11,50,1
8334,SpiceJet,2019-09-04,Kolkata,Banglore,CCU → BLR,non-stop,No info,3873,2019,9,4,9,0,11,25,2
8335,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,1,6,15,0,4,25,13
8336,Jet Airways,2019-06-18,Mumbai,Hyderabad,BOM → HYD,non-stop,In-flight meal not included,3210,2019,6,18,19,35,21,5,1
8337,GoAir,2019-09-06,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,6276,2019,9,6,7,30,13,35,6
8338,Jet Airways,2019-09-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,In-flight meal not included,9134,2019,9,3,21,25,8,15,10
8339,Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,In-flight meal not included,11087,2019,12,3,18,55,13,15,18
8340,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,13941,2019,1,5,14,5,4,40,14
8341,Air India,2019-03-06,Delhi,Cochin,DEL → COK,non-stop,No info,5201,2019,3,6,5,10,8,0,2
8342,IndiGo,2019-04-24,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,6171,2019,4,24,5,5,16,10,11
8343,Air Asia,2019-01-03,Kolkata,Banglore,CCU → BLR,non-stop,No info,5964,2019,1,3,19,35,22,5,2
8344,Jet Airways,2019-05-27,Delhi,Cochin,DEL → AMD → BOM → COK,2 stops,No info,15129,2019,5,27,19,10,19,0,23
8345,Jet Airways,2019-05-18,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,In-flight meal not included,13029,2019,5,18,9,40,12,35,26
8346,Jet Airways,2019-05-27,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,4030,2019,5,27,8,20,11,20,3
8347,GoAir,2019-05-18,Kolkata,Banglore,CCU → AMD → BLR,1 stop,No info,10586,2019,5,18,16,40,0,15,7
8348,Air India,2019-06-03,Mumbai,Hyderabad,BOM → JAI → DEL → HYD,2 stops,No info,17926,2019,6,3,11,35,19,25,31
8349,Jet Airways,2019-06-06,Delhi,Cochin,DEL → COK,non-stop,No info,9564,2019,6,6,11,0,14,15,3
8350,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → GAU → BLR,1 stop,No info,8355,2019,5,15,10,20,17,35,7
8351,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,6795,2019,6,6,10,20,1,30,15
8352,Air India,2019-05-15,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,10671,2019,5,15,13,30,8,15,18
8353,Air India,2019-03-27,Delhi,Cochin,DEL → UDR → BOM → COK,2 stops,No info,10178,2019,3,27,13,20,7,40,18
8354,Vistara,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,7927,2019,12,6,7,10,9,5,25
8355,Air India,2019-05-18,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,3100,2019,5,18,13,55,15,25,1
8356,Air India,2019-06-03,Delhi,Cochin,DEL → AMD → BOM → COK,2 stops,No info,12646,2019,6,3,19,45,19,15,23
8357,IndiGo,2019-06-03,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,7894,2019,6,3,5,5,10,5,5
8358,IndiGo,2019-06-24,Banglore,Delhi,BLR → DEL,non-stop,No info,3943,2019,6,24,1,30,4,15,2
8359,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7575,2019,9,5,11,25,19,15,7
8360,Jet Airways,2019-06-03,Delhi,Cochin,DEL → IDR → BOM → COK,2 stops,No info,16914,2019,6,3,5,25,19,45,38
8361,Vistara,2019-06-24,Delhi,Cochin,DEL → COK,non-stop,No info,6216,2019,6,24,14,40,17,50,3
8362,IndiGo,2019-05-21,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,6147,2019,5,21,17,5,22,15,5
8363,IndiGo,2019-05-15,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,6979,2019,5,15,17,30,1,30,8
8364,Air India,2019-05-27,Delhi,Cochin,DEL → COK,non-stop,No info,6094,2019,5,27,18,5,21,10,3
8365,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,12242,2019,3,27,20,50,4,25,7
8366,Air India,2019-12-06,Kolkata,Banglore,CCU → BBI → BOM → BLR,2 stops,No info,9416,2019,12,6,12,0,21,50,9
8367,Air India,2019-03-21,Delhi,Cochin,DEL → HYD → MAA → COK,2 stops,No info,7107,2019,3,21,13,15,9,25,20
8368,Jet Airways,2019-09-06,Delhi,Cochin,DEL → IDR → BOM → COK,2 stops,No info,13292,2019,9,6,21,25,19,0,21
8369,IndiGo,2019-03-03,Chennai,Kolkata,MAA → CCU,non-stop,No info,7295,2019,3,3,7,55,10,15,2
8370,IndiGo,2019-04-18,Banglore,Delhi,BLR → DEL,non-stop,No info,4423,2019,4,18,0,30,3,25,2
8371,IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,non-stop,No info,5694,2019,3,24,23,30,2,20,2
8372,Jet Airways,2019-03-24,Banglore,New Delhi,BLR → BOM → DEL,1 stop,In-flight meal not included,8147,2019,3,24,5,45,10,25,4
8373,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,13377,2019,5,27,13,0,1,30,12
8374,Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,In-flight meal not included,13502,2019,6,3,14,5,0,45,10
8375,Jet Airways,2019-09-03,Delhi,Cochin,DEL → BHO → BOM → COK,2 stops,In-flight meal not included,13764,2019,9,3,5,40,4,25,22
8376,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,12692,2019,6,6,17,0,9,45,16
8377,IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,non-stop,No info,4804,2019,5,18,17,15,19,50,2
8378,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,7064,2019,1,4,8,25,9,20,24
8379,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14924,2019,6,24,7,5,12,35,5
8380,IndiGo,2019-01-03,Kolkata,Banglore,CCU → BLR,non-stop,No info,6565,2019,1,3,15,20,17,55,2
8381,Air India,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,2 stops,No info,9863,2019,5,18,16,40,19,15,26
8382,IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7725,2019,6,3,16,0,21,0,5
8383,Air India,2019-05-15,Delhi,Cochin,DEL → GOI → BOM → COK,2 stops,No info,11281,2019,5,15,22,0,19,15,21
8384,Jet Airways,2019-05-21,Mumbai,Hyderabad,BOM → HYD,non-stop,In-flight meal not included,3210,2019,5,21,19,35,21,5,1
